id,name,birth_date,death_date,city
Q47619,Nadine Gordimer,1923,2014,Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs | 斯普林斯 | Springs | Спрынгс | Спрынгс | Springs (Hegoafrika) | ספרינגס | Սփրինգս | スプリングス (南アフリカ共和国) | Спрингс | Спрингс | سپرنگس، گوٹینگ | Springs | Springs | Springs | سبرينغز | سبرينجز | Springs | Springs | Springs | Springs | Springs | Springs | Springs | Springs
Q48055,Сергей Семёнович Бирюзов,1904,1964,Скопин | Skopin | Skopin | سكوبين | اسکوپین | Скапін | Скопин | Skopin | Skopin | Skopin | Skopin | Skopin | Skopin | Skopin | Skopin | Skopin | Skopin | اسکوپین | Skopin | Skopine | סקופין | Skopin | Skopin | スコピン | 스코핀 | Scopinum | Skopin | Skopinas | Скопин | Скопин | Skopin | Skopin | Skopin | Скопин | Skopin | Skopin | Skopin | Skopin | Скопин | Skopin | Skopin | Skopin | Скопин | Скопін | Skopin | Skopin | Skopin | Скопин балһсн | 斯科平 | 斯科平 | Skopin
Q33641,Stanisław Orzechowski,1513,1566,Przemyśl | Przemyśl | Пшемысль | Перемышль | Przemyśl | Przemyśl | ර්සෙමයිසි | Przemyśl | Przemyśl | Пшемисл | Пшемисл | Pšemisl | Przemyśl | Przemyśl | ப்ரஸிமிசல் | ప్రజ్మిసి | พซีมิซ | Przemyśl | ma tomo Semi | Przemyśl | Пшемычль | Перемишль | پرزیمیسل | Przemyśl | Przemyśl | 普热梅希尔 | פשעמישל | 普熱梅希爾 | 普热梅希尔 | 普热梅希尔 | 普热梅希尔 | 普熱梅希爾 | 普熱梅希爾 | 普热梅希尔 | 普熱梅希爾 | Przemyśl | Přemyšl | برزيميسل | برزيميسل | Przemyśl | Pirzamisil | پرزمیسی | Пшэмысль | Пшэмысьль | Пшемишъл | পর্যেমিসল | Przemyśl | Пшемысль | Przemyśl | Przemyśl | Przemyśl | Przemyśl | Przemyśl | Πσέμισλ | Przemyśl | Przemyśl | Przemyśl | Przemyśl | Przemyśl | پرزمیسی | Przemyśl | Przemyśl | Przemyśl | Przemyśl | પ્રઝેમીસલ | Przemyśl | פשמישל | शामेशलू | Przemyśl | Պշեմիսլ | Przemyśl | Przemyśl | Przemyśl | Przemyśl | プシェムィシル | Przemyśl | ფშემისლი | ಪ್ರಜೆಮಿಸ್ಎಲ್ | 프셰미실 | Premislia | Peremyšlis | Pšemisla | Пшэмысль | Przemyśl | Пшемишл | पझेमीसल | Przemyśl | Przemyśl | Przemyśl | Przemyśl | Przemyśl | Пшемысль
Q33801,Ugo Pirro,1920,2008,Salerno | Salerno | Салерно | Salerno | سلرنو | ساليرنو | Salerno | Salerno | سالرنو | Салерна | Салерна | Салерно | সালেনো | Salerno | Salern | Салерно | Salerno | سالێرنۆ | Salernu | Salerno | Салерно | Salerno | Salerno | Salerno | Salerno | Salerno | Σαλέρνο | Salêren | Salerno | Salerno | Salerno | Salerno | Salerno | Salerno | سالرنو | Salerno | Salerne | Salerno | Salerno | Σάλερνον | Salerno | સાલેર્નો | סלרנו | सलेर्नो | Salerno | Salerno | Սալեռնո | Salerno | Salerno | Salerno | サレルノ | სალერნო | Салерно | ಸಲೆಮೊ | 살레르노 | Salerno | Salernum | Salerno | Salerno | Salerno | Salernas | Salerno | Салерно | Салерно | सालेर्नो | Salerno | Salerno | Salierno | Salerno | Salerno | Salerno | Salèrne | Салерно | Salerno | Salerno | Salern | سالرنو | Salerno | Salerno | Salerno | Salerno | Salerno | सलेरनो | Salerno | Salernu | Salerno | Salerno | සැලර්නො | Salerno | Salerno | Салерно | Salerno | Salerno | Salerno | சலேர்னோ | సాలెర్నో | ซาแลร์โน | Salerno | Salerno | Салерно | Салерно | سالیرنو | Salerno | Sałerno | Salerno | Salerno | Salerno | 萨莱诺 | Salerno | 薩萊諾 | 薩萊諾 | 萨莱诺 | 萨莱诺 | 薩萊諾 | 薩萊諾 | 薩萊諾 | 萨莱诺 | 萨莱诺 | 薩萊諾
Q33783,Nedo Nadi,1894,1940,Livornas | Livorno | लिवोर्नो | Livorno | Livorno | Livorno | Levuorno | Livorno | Ligorna | Ливорно | Livorno | Livourne | لیوورنو | Livorno | Livorno | Livorno | लिवोरनो | Livorno | Livornu | Livorno | Lėvuorns | ලිවොර්නෝ | Livorno | Livorno | Livorno | Livorno | லிவோர்னோ | లివోర్నో | Ливорно | ลีวอร์โน | Livorno | Ливорно | Livorno | لیورنو | Łivorno | Livorno | 里窝那 | ליווארנא | 利禾奴 | 里窝那 | 里窝那 | 里窝那 | 利佛諾 | Livorno | Livorno | Ливорно | Ліворна | Ліворна | Ливорно | Livorno | Livorno | Livorno | Livourne | ליבורנו | Livorno | Ливорно | Livorno | Livorno | Livorno | Livorno | Livorno | Ливорно | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Labro | Λιβόρνο | Livorno | Livorno | Livorn | Ліворно | Livorno | Livorno | لِفُرنة | ليفورنو | Livorno | Livorno | لیورنو | Livorno | লিভোনো | Livorno | Livorno | Liorna | Ливорно | Livornu | Ливорно | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno | لیورنو | Livorno | Livorno | લિવોર્નો | लिवोर्नो | Livorno | Լիվոռնո | Livorno | Livorno | Livorno | リヴォルノ | Livorno | ლივორნო | Livorno | Ливорно | ಲಿವರ್ನೊ | 리보르노 | Livorno | Livorno | Livorno | Livorno | Livorno | Livorno
Q41513,William Blake,1757,1827,Londen | 倫敦 | Lonn | Lunnainn | Londye | ಲಂಡನ್ | 𐌻𐌰𐌿𐌽𐌳𐌰𐌿𐌽 | London | લંડન | Lunnin | Landan | Lùn-tûn | Lākana | लंदन | London | Лондон | Landan | london | Лондон | Lɔndrɩ | London | London | Лондон | ទីក្រុងឡុង | ಲಂಡನ್ | Лондон | Лондон | لَندَن | Лондон | Loundres | Londra | Лондон | Лондон | Lundra | Londoni | ລອນດອນ | لندن | लन्दन | लण्डन | Лондон | Лондон | Rānana | Лондон | Лондон | लंडन | Лондон | Londra | လန်ဒန်မြို့ | Лондон ош | Lûn-tun | 倫敦 | Londen | लण्डन | लण्डन | ߟߐ߲ߘߐ߲߬ | Tooh Dineʼé Bikin Haalʼá | Landan | ଲଣ୍ଡନ | Лондон | ਲੰਦਨ | لندن | Λονδίνο | لندن | lundun | Lunrun | Лондон | Londra | लन्डन् | Лондон | ᱞᱚᱱᱰᱚᱱ | لنڊن | Londons | Lunḍun | လၼ်ႇတၼ်ႇ | ලන්ඩන් | لندن | Lonetona | Lontoo | Londër | Лондон | ꠟꠘ꠆ꠒꠘ ꠘꠉꠞ | Lůndůn | Lon-tun | இலண்டன் | లండన్ | Лондон | Лондон | Lonitoni | ma tomo Lantan | Landen | Лондон | Лондон | Łondra | Londn | Londar | 伦敦 | ლონდონი | לאנדאן | Lọndọnu | Lunzdunh | Londra | Londrez | לונדון | Londres | Londýn | Londýn | London | London | ലണ്ടൻ | London | ロンドン | Londres | London | London | لندن | Londyn | لندن | لندن | লন্ডন | Лондон | London | London | London | لندن | London | London | Londonas | London | London | London | Лондон | London | Лондон | لندن | London | London | Londen | 倫敦 | Londres | Londres | Лондан | Londinium | 伦敦 | 倫敦 | London | London | London | London | London | London | Лёндан | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | ლონდონი | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | 倫敦 | Londres | 런던 | Londona | Londra | Londe | Londres | Londono | Londain | Londres | Լոնտոն | Londres | ลอนดอน | 倫敦 | Лондон | Лондон | Лондон | 倫敦 | 伦敦 | 倫敦 | Londe | Londe | Лондон | Лондон | لندن | Лондон | Londres | Londres | Londres | Lunnon | Lonn | Londre | Londre | Londra | Londra | Londra | Londra | Londra | Londra | Londra | Londra | Լոնդոն | Luân Đôn | Londres | Londres | Londres | Londres | Londres | Londres | لندن | Llundain | لندن | Лондон | Лондон | Londen | ለንደን | London | Lunden | लंदन | ܠܘܢܕܘܢ | لونضون | লণ্ডন | Лондон | लण्डन | Лондон | Londen | लंदन | ལོན་ཊོན། | Landan | Лондон | Lùng-dŭng | ᎫᎴ ᏗᏍᎪᏂᎯᏱ | لەندەن | London | Лондонъ | London | Londra | लण्डन | ލަންޑަން | Λονδίνο | Lòndra | London | Londri | Lontoo | Lodoni | Londen | ⵍⵓⵏⴷⵓⵏ | 倫敦 | 伦敦 | 伦敦 | ILondon
Q41688,Hendrik Lorentz,1853,1928,Arnhem | Arnhem | Арнем | آرنهم | Arnhem | Arnhem | Arnhem | آرنم | آرنم | Arnhem | Arnem | Арнем | Arnhem | Арнем | Арнэм | Арнем | আন্যাম | Arnhem | Arnhem | Арнем | Gemeente Arnhem | Arnhem | Arnhem | Arnhem | Arnheim | Arnhem | Άρνεμ | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhim | Arnhem | Arnhem | Arnhem | Arnheim | આર્નહેમ | Arnhem | ארנהם | अर्न्हेम | Arnhem | Arnhem | Արնհեմ | Arnhem | Arnhem | Arnhem | Arnhem | アーネム | Arnhem | არნემი | Арнем | ಆರ್ನ್ಹೆಮ್ | 아른험 | Arnhem | Arecanum | Arnhem | Arnhem | Arnhemas | Arnema | Арнэм | Arnhem | Арнем | Арнем | आर्नहेम | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Gemeen Arnem | Arnem | Arnhem | Arnhem | Арнем | Arnhem | Arnhem | Arnhem | آرنہم | آرنهم | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | ආන්හෙම් | Arnhem | Arnhem | Arnhem | Арнем | Arnhem | Arnhem | Arnhem | Arnhem | ஆர்ன்ஹெம் | అర్న్హెమ్ | อาร์เนม | Arnhem | Арнем | Arném | Арнем | ارنہم | Arnem | Arnhem | Arnhem | Arnhem | Arnhem | Arnhem | 阿纳姆 | 安恆 | Arnhem | 阿納姆 | 阿纳姆 | 阿纳姆 | 阿納姆 | 安恆 | 亞能
Q42122,Tomas Tranströmer,1931,2015,Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Стоқҳольм | ስቶኮልም | Estocolmo | Stoccholm | ستوكهولم | ܣܛܘܩܗܘܠܡ | سطوكهولم | ستوكهولم | Estocolmu | Стокголм | Stockholm | استکهلم | Стокгольм | Stockholm | Stokholem | स्टॉकहोम | Stokolm | স্টকহোম | སི་ཏོག་ཧོ་ལིམ། | Стокһольм | Estocolm | Estocolmo | Стокгольм | ᏍᏔᎧᎰᎻ | ستۆکھۆڵم | Stoccolma | Stokholm | Sztokhòlm | Стоколмъ | Стокгольм | Stokholm | स्टकहोम | Stockholm | Στοκχόλμη | Stucólma | Stockholm | Stokholmo | Estocolmu | استکهلم | Tukholma | Stokholmi | Sitokomi | Stokkhólmur | Stócólm | Estocolmo | استؤکهؤلم | Etohom | 𐍃𐍄𐌿𐌺𐌺𐌰𐌷𐌿𐌻𐌼𐍃 | Stockholm | Ὁλμία | સ્ટોકહોમ | Stockholm | Stockholm | Kekokehome | स्टॉकहोम | Stokolm | Ստոկհոլմ | Սթոքհոլմ | Estokolmo | Stokkhólmur | ᔅᑑᒃᓱᓪᒻ/stuukhulm | Stokgolm | Stukulm | Стокголм | Stɔkhɔlm | Stockholm | Стокгольм | Стокгольм | ಸ್ಟಾಕ್ಹೋಮ್ | 스톡홀름 | 스톡홀름 | Стёколна | Stokholm | Stokholm | Стокгольм | Стокгольм | Estokolma | Stoccolma | Stockholma | Stuculma | استکهلم | Stokholmas | Stokholmys | 斯德哥爾摩 | स्टकहोम | Стокольма | Стокгольм | Toko-omo | Стокгольм | स्टॉकहोम | Стокгольм | စတော့ဟုမ်းမြို့ | Стокгольм ош | استکهلم | Estocolmo | Stockholm | स्टकहोम | स्तकहोम | Tótabineʼadziihí | Estocòlme | Stokgol'mu | Стокгольм | ਸਟਾਕਹੋਮ | Stocòlma | سٹاکہوم | سټاکهولم | Estocolmo | Estocolmo | Stokxolm | Stoccolme | Штокголм | Stockholm | Стокhольм | Stoccolma | Stoccolma | اسٽاڪهوم | Stockholbma | Stuokhuolms | ස්ටොක්හෝම් | Tjåsskasulla | Štokholm | Stuehkie | Stockhoalmma | Tukholma | Stokholmi | Sztokholm | S-te-ke-al-mo | ஸ்டாக்ஹோம் | స్టాక్హోమ్ | Estokolmu | Стокҳолм | สต็อกโฮล์ม | Stokgolm | Stokholm | Sitokiholimi | Стокһольм | Stockolm | Стокгольм | Stokgolm | اسٹاک ہوم | Stokgolm | Stocolma | Stokhol'm | Stokholm | Stocom | Stokolm | 斯德哥尔摩 | სტოკჰოლმი | שטאקהאלם | 斯德哥爾摩 | 斯德哥尔摩 | 斯德哥尔摩 | 斯德哥尔摩 | 斯德哥爾摩 | 斯德哥爾摩 | 斯德哥爾摩 | 斯德哥尔摩 | 斯德哥尔摩 | 斯德哥爾摩 | IStokholmu | Стокгольм | ᱥᱴᱚᱠᱦᱳᱢ | Stockholm | Stockholm | Stoccolma | Stockholm | സ്റ്റോക്ക്ഹോം | סטוקהולם | Stockholm | Stockholm | ストックホルム | Estocolmo | Sztokholm | Holmia | Stockholm | Стакгольм | Стакгольм | Стокхолм | Stockholm | სტოკჰოლმი | Стокхолм | Stokkolma | Stockholm | Стокгольм | Stockholm | Стокхолм | Стокхолм | Стокҳолм | Стокгольм | Stockholm | Stockholm | Stokholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stokholma | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm | Stockholm
Q41495,Sarah Guppy,1770,1852,Birmingham | Birmingham | ബിർമിങ്ഹാം | Birmingham | Birmingham | Birmingham | Birmingham | Бирмингам | バーミンガム | Birmingham | Birmingham | Birmingham | برمنغهام | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Бирмингем | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | Birmingham | 伯明翰 | برمنجهام | Бирмингем | ბირმინგემი | Birmingham | Birmingham | Birmingham | Бірмінгем | برمنگھم | 伯明翰 | 伯明翰 | 伯明罕 | Birmingem | Բիրմինգհեմ | בירמינגהאם | በርሚንግሃም | Beormingahām | Birmingham | Birminhem | بیرمینگام | Бирмингем | Birmingham | Бірмінгем | Бірмінггэм | বার্মিংহাম | Birmingham | Birmingham (kapital sa kondado sa Hiniusang Gingharian) | بێرمینگام | Бирмингем | Birmingham | Μπέρμιγχαμ | Birmingham | بیرمنگام | Birmingham | Birmingham | Birmingham | بیرمنگام | Birmingham | બર્મિંગહામ | Birmingham | Birmingham | Birmingham | ברמינגהאם | बर्मिंघम | Birmingham | Birmingham | Birmingham | Birmingham | Бирмингем | ಬರ್ಮಿಂಗ್ಹ್ಯಾಮ್ | 버밍엄 | Birmingham | Birmingham | Бирмингем шаары | Birminghamia | Birmingamas | Birmingema | Бирмингэм | Бирмингем | Бирмингем | ꯕꯔꯃꯤꯡꯘꯝ | Birmingham | बर्मिंगहॅम | Birmingham | ဘာမင်ဂမ်မြို့ | بیرمنگام | Birmingham | बर्मिङ्घम | Birmingham | Бирмингем | ਬਰਮਿੰਘਮ | برمنگم | Birmingham | Birmingham | Birmingham | बर्मिङ्घम् | Bėrmėngams | බර්මින්ග්හැම් | Birmingham | Birmingham | Бирмингем | Birmingham | ꠛꠣꠞꠝꠤꠋꠀꠝ | Birmingham | பர்மிங்காம் | బర్మింగ్హామ్ | Бирмингем | เบอร์มิงแฮม | Birmingham | Birmingem | ma tomo Peminan | Birmingham | Birminghem | Birmingham | Birmingham | Birmin'gxam | Birmingem | Birmingham | 伯明翰 | 伯明翰 | 伯明翰 | 伯明罕
Q41805,Lucia de Berk,1961,2025,Den Haag | L'Aja | Den Haag | Гаага | Den Haag | Te Hēke | Хаг | Гааг хот | हेग | Den Haag | L-Aja | ဟိတ်မြို့တော် | لاهه | Den Haag | Den Haag | n Heeg | Den Haag | L'Aia | Гаагæ | ਹੇਗ | Áya | Den Haag | L'Aja | ہیگ | دِن هاخ | Haia | Den Haag | Гаага | L'Aia | هيگ | ද හේග් | Den Haag | Хаг | Den Haag | Dén Haag | Den Haag | ꠖꠦꠘ ꠢꠣꠉ | Den Haag | டென் ஹாக் | ది హాగ్ | Гаага | เดอะเฮก | The Hague | Haaqa | ma tomo Tena | Lahey | Һааг | Һааг | Xagwé | Гаага | ہیگ | Gaaga | L'Aia | Den Haag | Den Haag | 's-Gravenhage | Li Hâr | An Haga | 海牙 | דען האג | 海牙 | Den Haeg | 海牙 | 海牙 | Se Heċġ | Den Haag | Haag | ഹേഗ് | האג | Haga | La Haye | Aya | Aya | Aya | Aya | Aya | Aya | Hago | Гаага | Haag | L'Aia | The Hague | Хага | Haag | Haag | Haag | Haag | Haag | Haag | Haag | Haag | Haag | Haag | 海牙 | The Hague | The Hague | Haga | Aga | Den Haag | Хаг | 海牙 | 海牙 | 海牙 | La Haya | Hāga | Haga | Haga | Haga | Haga | Haga | Hag | Hag | Den Haag | ደን ሃግ | لاهاي | ܕܢ ܗܐܟ | دينهاخ | L'Haya | Den Haag | Haaqa | لاهه | Den Haag | Гаага | Гаага | হেগ | Den Haag | Den Haag | la Haia | El Haya | Гаага | لاھای | Гаага | Den Haag | Χάγη | L'Aja | L'Aya | لاهه | L’Hage | Den Haag | De Haach | an Háig | Den Haag | A Haia | 𐌳𐌰𐌹𐌽 𐌷𐌰𐌲 | Den Haag | હેગ | Hague | Den Haag | हेग | The Hague | Layè | Hága | Հաագա | Հաագա | Le Haga | Den Haag | Den Haag | Den Haag | デン・ハーグ | Den Haag | ჰააგა | Gaaga | Den Haag | Hague | Гаага | ದ ಹೇಗ್ | 헤이그 | 헤그 | Den Haag | Гаага | Den Haag | Den Haag | D'n Haag | L'Aja
Q41518,Fernand Carton,1921,2019,Рубе | Рубе | रूबे | Roubaix | Roubaix | Roubaix | ရူးဗေ့မြို့ | روبه | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Robaais | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Rube | Рубе | ਰੁਬੇ | Roubaix | Roubés | Roubaix | Roubaix | Roubaix | Roubaix | روبے | Roubaix | روبي (ښار) | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Рубе | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | ருபெ | రూబే | Рубе | รูแบ | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Рубе | Roubaix | Roubaix | ⵔⵓⴱⵦ | روبی | Roubaix | Roubaix | Rube | Roubaix | Roboais | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | 鲁贝 | רובע | Roubaix | 鲁比 | Robaais | 鲁贝 | 鲁贝 | 魯貝 | Roubaix | רובה | റൂബെ | Roubaix | Рубе | Рубе | Roubaix | Roubaix | Roubaix | Roubaix | ルーベ | روبيه | Roubaix | Рубе | Roubaix | Roubaix | ሩቤ | Roubaix | Rube | روبيه | Roubaix | Rube | روبه | Roubaix | Roubaix | Рубэ | Рубэ | Roubaix | Roubaix | রুবে | روبه | Roubaix | Roubaix | Roubaix | ГӀубе | Roubaix | ᎷᏇ | Roubaix | Roubaix | Roubaix | Рубе | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Ρουμπαί | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | روبه | Roubaix | Roubaix | Roubaix | Roubaix | Roubêx | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | 𐍂𐌰𐌿𐌱𐌰𐌹𐍇 | Roubaix | રુબે | Roubaix | Roubaix | रूबे | Roubaix | Roubaix | Roube | Roubaix | Ռուբե | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | რუბე | Roubaix | Roubaix | Roubaix | Рубе | Roubaix | ទីក្រុងរ៉ូបេ | ರೂಬೆ | 루베 | Roubaix | Roubaix | Roubaix | Рубе | Rosbacum | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | Roubaix | ຣກຸປະ | Rubė | Rubē | Рубэ | Roubaix | Rube | Roubaix
Q41485,Eugene Catalan,1814,1894,Bruges | Brügge | Bruges | Brujas | Brugge | Brujas | Brujas | Bruges | Brugge | Bruches | Bricg | بروج | بروج | Bruxes | Brügge | Brugge | Бругэ | Бруге | Брюге | ব্রুজস | Brugge | Brugge | Bruges | Bruges | Bruggy | Brugge | Brugge | Μπρυζ | Bruges | Bruĝo | Brugge | Brujas | بروخه | Brugge | Brügge | Brugge | Brugge | Bruxas | બ્રુગેસ | ברוז' | ब्रुग्ज | Brugge | Brugge | Բռյուգե | Պրիւժ | Bruges | Brugge | Brugge | Brugge | Brugge | Bruges | ブルッヘ | ბრიუგე | ಬ್ರೂಜಸ್ | 브뤼허 | Брюгге | Brugae | Bruges | Brugge | Briugė | Brige | Bruges | Брухе | ब्रूज | Brugge | Bruges | Brugge | Brügge | Brugge | Брюгге | Brudje | Brugia | Brugge | برویز | Bruges | Брюгге | Brugge | බ්රුගස් | Bruggy | Brugge | Бриж | Brygge | Brugge | Brugge | ப்ருக்ஸ் | బ్రుగేస్ | บรูช | Brugge | Brugge | Брүгге | Брюгге | بروخے | Bryugge | Bruza | Brugge | Brugge | Brugge | Brudje | Bruges | 布鲁日 | 布魯日 | Brugge | 布鲁日 | 布鲁日 | 布鲁日 | 布魯日 | 布魯日
Q44490,John Henry Newman,1801,1890,Londen | 倫敦 | Lonn | Lunnainn | Londye | ಲಂಡನ್ | 𐌻𐌰𐌿𐌽𐌳𐌰𐌿𐌽 | London | લંડન | Lunnin | Landan | Lùn-tûn | Lākana | लंदन | London | Лондон | Landan | london | Лондон | Lɔndrɩ | London | London | Лондон | ទីក្រុងឡុង | ಲಂಡನ್ | Лондон | Лондон | لَندَن | Лондон | Loundres | Londra | Лондон | Лондон | Lundra | Londoni | ລອນດອນ | لندن | लन्दन | लण्डन | Лондон | Лондон | Rānana | Лондон | Лондон | लंडन | Лондон | Londra | လန်ဒန်မြို့ | Лондон ош | Lûn-tun | 倫敦 | Londen | लण्डन | लण्डन | ߟߐ߲ߘߐ߲߬ | Tooh Dineʼé Bikin Haalʼá | Landan | ଲଣ୍ଡନ | Лондон | ਲੰਦਨ | لندن | Λονδίνο | لندن | lundun | Lunrun | Лондон | Londra | लन्डन् | Лондон | ᱞᱚᱱᱰᱚᱱ | لنڊن | Londons | Lunḍun | လၼ်ႇတၼ်ႇ | ලන්ඩන් | لندن | Lonetona | Lontoo | Londër | Лондон | ꠟꠘ꠆ꠒꠘ ꠘꠉꠞ | Lůndůn | Lon-tun | இலண்டன் | లండన్ | Лондон | Лондон | Lonitoni | ma tomo Lantan | Landen | Лондон | Лондон | Łondra | Londn | Londar | 伦敦 | ლონდონი | לאנדאן | Lọndọnu | Lunzdunh | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | 倫敦 | Londres | 런던 | Londona | Londra | Londe | Londres | Londono | Londain | Londres | Լոնտոն | Londres | ลอนดอน | 倫敦 | Лондон | Лондон | Лондон | 倫敦 | 伦敦 | 倫敦 | Londe | Londe | Лондон | Лондон | لندن | Лондон | Londres | Londres | Londres | Lunnon | Lonn | Londre | Londre | Londra | Londra | Londra | Londra | Londra | Londra | Londra | Londra | Լոնդոն | Luân Đôn | Londres | Londres | Londres | Londres | Londres | Londres | لندن | Llundain | لندن | Лондон | Лондон | Londen | ለንደን | London | Lunden | लंदन | ܠܘܢܕܘܢ | لونضون | লণ্ডন | Лондон | लण्डन | Лондон | Londen | लंदन | ལོན་ཊོན། | Landan | Лондон | Lùng-dŭng | ᎫᎴ ᏗᏍᎪᏂᎯᏱ | لەندەن | London | Лондонъ | London | Londra | लण्डन | ލަންޑަން | Λονδίνο | Lòndra | London | Londri | Lontoo | Lodoni | Londen | ⵍⵓⵏⴷⵓⵏ | 倫敦 | 伦敦 | 伦敦 | ILondon | Londra | Londrez | לונדון | Londres | Londýn | Londýn | London | London | ലണ്ടൻ | London | ロンドン | Londres | London | London | لندن | Londyn | لندن | لندن | লন্ডন | Лондон | London | London | London | لندن | London | London | Londonas | London | London | London | Лондон | London | Лондон | لندن | London | London | Londen | 倫敦 | Londres | Londres | Лондан | Londinium | 伦敦 | 倫敦 | London | London | London | London | London | London | Лёндан | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | ლონდონი | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London | London
